MySQL [yse]> select objid, ptrobs_min, ptrobs_max, ra, decl from release_20180221 where ra=0;
+-----------------------------+------------+------------+------+------------+
| objid                       | ptrobs_min | ptrobs_max | ra   | decl       |
| WFD_02_NONIa-0026_149368178 |     833109 |     833145 |    0 | -50.872864 |
| WFD_02_NONIa-0026_1567758   |     238903 |     238948 |    0 | -45.524532 |
| WFD_02_NONIa-0026_1633844   |     116876 |     116912 |    0 | -17.910431 |
| WFD_02_NONIa-0026_184012    |     800196 |     800234 |    0 | -23.383266 |
| WFD_02_NONIa-0026_19658613  |     370022 |     370026 |    0 | -17.910431 |
| WFD_02_NONIa-0026_19713888  |      85409 |      85444 |    0 | -40.051697 |
| WFD_02_NONIa-0026_19901294  |     749898 |     749946 |    0 | -40.051697 |
| WFD_02_NONIa-0026_1999087   |     851217 |     851260 |    0 |  -2.308046 |
| WFD_02_NONIa-0026_20695144  |     624056 |     624090 |    0 |  -7.363883 |
| WFD_02_NONIa-0026_21591010  |     877873 |     877908 |    0 | -56.071083 |
| WFD_02_NONIa-0026_22287605  |    1009437 |    1009479 |    0 |  -7.363883 |
| WFD_02_NONIa-0026_230164    |     909181 |     909219 |    0 | -34.503117 |
| WFD_02_NONIa-0026_2398624   |     286598 |     286630 |    0 |  -2.308046 |
| WFD_02_NONIa-0026_2406532   |     211317 |     211363 |    0 | -12.561985 |
| WFD_02_NONIa-0026_2848821   |     238865 |     238901 |    0 | -45.524532 |
| WFD_02_NONIa-0026_2863068   |     705300 |     705336 |    0 |  -7.363883 |
| WFD_02_NONIa-0026_30715400  |     788225 |     788252 |    0 | -61.126862 |
| WFD_02_NONIa-0026_30741023  |    1067871 |    1067902 |    0 | -12.561985 |
| WFD_02_NONIa-0026_31184682  |     192440 |     192486 |    0 | -28.931789 |
| WFD_02_NONIa-0026_31591366  |     178059 |     178095 |    0 | -45.524532 |
| WFD_02_NONIa-0026_32407023  |     102730 |     102768 |    0 | -23.383266 |
| WFD_02_NONIa-0026_32831305  |     483039 |     483070 |    0 |   2.635033 |
| WFD_02_NONIa-0026_3475928   |    1068462 |    1068504 |    0 |  -7.363883 |
| WFD_02_NONIa-0026_35247136  |     549302 |     549345 |    0 |   2.635033 |
| WFD_02_NONIa-0026_35397265  |    1022528 |    1022558 |    0 | -34.503117 |
| WFD_02_NONIa-0026_38157520  |     647890 |     647930 |    0 | -34.503117 |
| WFD_02_NONIa-0026_38591028  |     347228 |     347262 |    0 |  -7.363883 |
| WFD_02_NONIa-0026_38902040  |     943053 |     943088 |    0 | -40.051697 |
| WFD_02_NONIa-0026_40262171  |     957825 |     957868 |    0 | -17.910431 |
| WFD_02_NONIa-0026_40735174  |     270576 |     270608 |    0 | -50.872864 |
| WFD_02_NONIa-0026_41043135  |     714044 |     714073 |    0 | -50.872864 |
| WFD_02_NONIa-0026_41228979  |     555729 |     555734 |    0 | -45.524532 |
| WFD_02_NONIa-0026_4220007   |    1049986 |    1050009 |    0 |  -7.363883 |
| WFD_02_NONIa-0026_43578504  |    1083976 |    1084012 |    0 | -50.872864 |
| WFD_02_NONIa-0026_43710591  |    1081969 |    1082007 |    0 |  -2.308046 |
| WFD_02_NONIa-0026_44569327  |     211264 |     211315 |    0 | -12.561985 |
| WFD_02_NONIa-0026_48408356  |    1153412 |    1153455 |    0 |   2.635033 |
| WFD_02_NONIa-0026_4891363   |     988028 |     988035 |    0 |  -7.363883 |
| WFD_02_NONIa-0026_49331704  |     413623 |     413661 |    0 | -56.071083 |
| WFD_02_NONIa-0026_50577384  |     934566 |     934590 |    0 | -61.126862 |
| WFD_02_NONIa-0026_50624913  |    1158651 |    1158657 |    0 | -40.051697 |
| WFD_02_NONIa-0026_50811517  |     874199 |     874242 |    0 |  -2.308046 |
| WFD_02_NONIa-0026_52256410  |     938124 |     938153 |    0 | -50.872864 |
| WFD_02_NONIa-0026_52576212  |     476914 |     476939 |    0 |  -2.308046 |
| WFD_02_NONIa-0026_52687772  |     771904 |     771940 |    0 | -34.503117 |
| WFD_02_NONIa-0026_53063308  |     644457 |     644497 |    0 | -50.872864 |
| WFD_02_NONIa-0026_53341384  |     668524 |     668528 |    0 | -17.910431 |
| WFD_02_NONIa-0026_54499076  |     553250 |     553289 |    0 | -50.872864 |
| WFD_02_NONIa-0026_56780329  |    1151014 |    1151052 |    0 |  -2.308046 |
| WFD_02_NONIa-0026_586126    |     555736 |     555741 |    0 | -45.524532 |
| WFD_02_NONIa-0026_59043439  |     508082 |     508115 |    0 | -34.503117 |
| WFD_02_NONIa-0026_59134502  |    1076494 |    1076536 |    0 | -28.931789 |
| WFD_02_NONIa-0026_5938554   |     551450 |     551489 |    0 | -56.071083 |
| WFD_02_NONIa-0026_59568576  |    1105746 |    1105750 |    0 | -61.126862 |
| WFD_02_NONIa-0026_60074610  |     412645 |     412676 |    0 |   2.635033 |
| WFD_02_NONIa-0026_60175151  |     412887 |     412911 |    0 | -61.126862 |
| WFD_02_NONIa-0026_60682494  |     446735 |     446779 |    0 | -23.383266 |
| WFD_02_NONIa-0026_60785856  |     919711 |     919747 |    0 | -17.910431 |
| WFD_02_NONIa-0026_61058788  |     228418 |     228458 |    0 | -61.126862 |
| WFD_02_NONIa-0026_61826955  |    1105752 |    1105791 |    0 | -61.126862 |
| WFD_02_NONIa-0026_64860848  |     549799 |     549838 |    0 | -61.126862 |
| WFD_02_NONIa-0026_67046897  |     574120 |     574148 |    0 | -17.910431 |
| WFD_02_NONIa-0026_67101475  |       3299 |       3333 |    0 | -45.524532 |
| WFD_02_NONIa-0026_67837939  |     324822 |     324893 |    0 |  -7.363883 |
| WFD_02_NONIa-0026_68122375  |    1160407 |    1160443 |    0 | -34.503117 |
| WFD_02_NONIa-0026_68812709  |     410779 |     410811 |    0 |  -2.308046 |
| WFD_02_NONIa-0026_7003347   |     936327 |     936333 |    0 | -56.071083 |
| WFD_02_NONIa-0026_7059109   |      38329 |      38363 |    0 | -12.561985 |
| WFD_02_NONIa-0026_70715041  |    1006421 |    1006455 |    0 | -12.561985 |
| WFD_02_NONIa-0026_71234081  |    1074219 |    1074258 |    0 | -56.071083 |
| WFD_02_NONIa-0026_71323937  |        835 |        873 |    0 | -56.071083 |
| WFD_02_NONIa-0026_71787751  |    1130053 |    1130088 |    0 |   2.635033 |
| WFD_02_NONIa-0026_71833092  |     946110 |     946140 |    0 | -34.503117 |
| WFD_02_NONIa-0026_72500512  |     430077 |     430110 |    0 | -34.503117 |
| WFD_02_NONIa-0026_72525422  |     462891 |     462932 |    0 | -12.561985 |
| WFD_02_NONIa-0026_72899415  |      29443 |      29483 |    0 | -34.503117 |
| WFD_02_NONIa-0026_73256286  |     781201 |     781228 |    0 | -12.561985 |
| WFD_02_NONIa-0026_73979692  |     625954 |     626001 |    0 |  -2.308046 |
| WFD_02_NONIa-0026_74096194  |     372955 |     372998 |    0 |   2.635033 |
| WFD_02_NONIa-0026_74342715  |     807227 |     807263 |    0 |  -7.363883 |
| WFD_02_NONIa-0026_75030398  |     619809 |     619859 |    0 | -23.383266 |
| WFD_02_NONIa-0026_75678287  |     790350 |     790386 |    0 | -50.872864 |
| WFD_02_NONIa-0026_75691660  |     257180 |     257214 |    0 | -45.524532 |
| WFD_02_NONIa-0026_76268191  |     386391 |     386435 |    0 | -23.383266 |
| WFD_02_NONIa-0026_77418299  |     182418 |     182453 |    0 | -40.051697 |
| WFD_02_NONIa-0026_77574312  |     644423 |     644455 |    0 | -50.872864 |
| WFD_02_NONIa-0026_78445835  |     965414 |     965421 |    0 |  -7.363883 |
| WFD_02_NONIa-0026_79203705  |     335912 |     335918 |    0 | -56.071083 |
| WFD_02_NONIa-0026_80109104  |     496445 |     496479 |    0 | -45.524532 |
| WFD_02_NONIa-0026_81534871  |      87526 |      87583 |    0 | -23.383266 |
| WFD_02_NONIa-0026_82183809  |      95380 |      95409 |    0 |   2.635033 |
| WFD_02_NONIa-0026_82392525  |     753408 |     753463 |    0 |  -7.363883 |
| WFD_02_NONIa-0026_83935556  |      43387 |      43415 |    0 |  -2.308046 |
| WFD_02_NONIa-0026_83969412  |     424230 |     424261 |    0 | -40.051697 |
| WFD_02_NONIa-0026_84305331  |      31344 |      31380 |    0 | -28.931789 |
| WFD_02_NONIa-0026_84802000  |     303788 |     303834 |    0 | -28.931789 |
| WFD_02_NONIa-0026_86545143  |      69852 |      69900 |    0 | -40.051697 |
| WFD_02_NONIa-0026_8765747   |     667180 |     667218 |    0 | -23.383266 |
| WFD_02_NONIa-0026_87886324  |     424197 |     424228 |    0 | -40.051697 |
| WFD_02_NONIa-0026_88756467  |     347190 |     347226 |    0 |  -7.363883 |
| WFD_02_NONIa-0026_8961619   |     541474 |     541504 |    0 |  -7.363883 |
| WFD_02_NONIa-0026_90759859  |     470307 |     470353 |    0 |  -7.363883 |
| WFD_02_NONIa-0026_91068189  |     102770 |     102820 |    0 | -23.383266 |
| WFD_02_NONIa-0026_91226014  |     954170 |     954214 |    0 | -23.383266 |
| WFD_02_NONIa-0026_91508514  |     269860 |     269900 |    0 |   2.635033 |
| WFD_02_NONIa-0026_91922953  |     954136 |     954168 |    0 | -23.383266 |
| WFD_02_NONIa-0026_92064287  |     358073 |     358107 |    0 | -12.561985 |
| WFD_02_NONIa-0026_92668182  |      68617 |      68650 |    0 | -56.071083 |
| WFD_02_NONIa-0026_93007160  |     965423 |     965450 |    0 |  -7.363883 |
| WFD_02_NONIa-0026_9301861   |      24941 |      24947 |    0 | -50.872864 |
| WFD_02_NONIa-0026_95354281  |     718296 |     718339 |    0 | -40.051697 |
| WFD_02_NONIa-0026_97515171  |    1038258 |    1038305 |    0 |  -2.308046 |
| WFD_02_NONIa-0026_97769429  |    1063607 |    1063648 |    0 | -45.524532 |
| WFD_02_NONIa-0026_99059011  |     307839 |     307885 |    0 | -28.931789 |
| WFD_02_NONIa-0026_99559650  |     283985 |     284025 |    0 | -50.872864 |
| WFD_02_NONIa-0026_99570437  |     943020 |     943051 |    0 | -40.051697 |
| WFD_02_NONIa-0026_99952934  |     281314 |     281348 |    0 | -34.503117 |
| WFD_02_NONIa-0027_100705490 |     565931 |     565973 |    0 | -28.931789 |
| WFD_02_NONIa-0027_103410662 |     214637 |     214683 |    0 | -12.561985 |
| WFD_02_NONIa-0027_104369836 |     311159 |     311195 |    0 |  -7.363883 |
| WFD_02_NONIa-0027_105527669 |     716253 |     716289 |    0 | -45.524532 |
| WFD_02_NONIa-0027_106751276 |     271530 |     271567 |    0 | -28.931789 |
| WFD_02_NONIa-0027_107129218 |     503123 |     503152 |    0 | -40.051697 |
| WFD_02_NONIa-0027_108145816 |     169935 |     169959 |    0 | -61.126862 |
| WFD_02_NONIa-0027_108410671 |    1144135 |    1144177 |    0 |  -7.363883 |
| WFD_02_NONIa-0027_109001869 |     158372 |     158414 |    0 |  -7.363883 |
| WFD_02_NONIa-0027_109873517 |    1101957 |    1101984 |    0 | -61.126862 |
| WFD_02_NONIa-0027_110137388 |     163869 |     163912 |    0 |  -2.308046 |
| WFD_02_NONIa-0027_110522054 |     985718 |     985725 |    0 |  -7.363883 |
| WFD_02_NONIa-0027_112014846 |     767615 |     767650 |    0 | -23.383266 |
| WFD_02_NONIa-0027_112752452 |     791726 |     791769 |    0 |  -2.308046 |
| WFD_02_NONIa-0027_113724678 |     441359 |     441395 |    0 | -28.931789 |
| WFD_02_NONIa-0027_11447394  |      27580 |      27615 |    0 | -40.051697 |
| WFD_02_NONIa-0027_116585445 |     138226 |     138276 |    0 | -23.383266 |
| WFD_02_NONIa-0027_117512165 |     763793 |     763832 |    0 | -61.126862 |
| WFD_02_NONIa-0027_117790559 |     656506 |     656550 |    0 | -61.126862 |
| WFD_02_NONIa-0027_118387842 |    1006241 |    1006271 |    0 |  -7.363883 |
| WFD_02_NONIa-0027_119176272 |    1076981 |    1077015 |    0 | -12.561985 |
| WFD_02_NONIa-0027_119245653 |     287794 |     287832 |    0 | -12.561985 |
| WFD_02_NONIa-0027_119255505 |     795037 |     795072 |    0 | -56.071083 |
| WFD_02_NONIa-0027_119794824 |     642376 |     642421 |    0 | -45.524532 |
| WFD_02_NONIa-0027_120384661 |     285071 |     285101 |    0 | -56.071083 |
| WFD_02_NONIa-0027_120451897 |     131339 |     131370 |    0 | -28.931789 |
| WFD_02_NONIa-0027_122259243 |     158416 |     158439 |    0 |  -7.363883 |
| WFD_02_NONIa-0027_123612108 |     713783 |     713789 |    0 | -50.872864 |
| WFD_02_NONIa-0027_124576850 |     773225 |     773259 |    0 | -50.872864 |
| WFD_02_NONIa-0027_125151839 |     498014 |     498048 |    0 | -45.524532 |
| WFD_02_NONIa-0027_125565624 |     937242 |     937268 |    0 | -56.071083 |
| WFD_02_NONIa-0027_126538032 |     412999 |     413042 |    0 |  -2.308046 |
| WFD_02_NONIa-0027_127207752 |     497978 |     498012 |    0 | -45.524532 |
| WFD_02_NONIa-0027_12840884  |     968091 |     968119 |    0 |  -2.308046 |
| WFD_02_NONIa-0027_12848049  |     670633 |     670673 |    0 |   2.635033 |
| WFD_02_NONIa-0027_128766393 |     767578 |     767613 |    0 | -23.383266 |
| WFD_02_NONIa-0027_129264539 |     983532 |     983570 |    0 | -12.561985 |
| WFD_02_NONIa-0027_12987432  |     782461 |     782496 |    0 | -23.383266 |
| WFD_02_NONIa-0027_130036573 |      68332 |      68362 |    0 |  -7.363883 |
| WFD_02_NONIa-0027_131127469 |     744886 |     744919 |    0 |   2.635033 |
| WFD_02_NONIa-0027_131172834 |     178282 |     178322 |    0 | -45.524532 |
| WFD_02_NONIa-0027_131407395 |     188871 |     188905 |    0 | -34.503117 |
| WFD_02_NONIa-0027_132034413 |      42506 |      42553 |    0 |  -2.308046 |
| WFD_02_NONIa-0027_132388211 |     395196 |     395233 |    0 |  -7.363883 |
| WFD_02_NONIa-0027_133147694 |      31443 |      31511 |    0 | -28.931789 |
| WFD_02_NONIa-0027_134336443 |      25493 |      25529 |    0 | -45.524532 |
| WFD_02_NONIa-0027_13434696  |     163820 |     163867 |    0 |  -2.308046 |
| WFD_02_NONIa-0027_134409218 |     857412 |     857438 |    0 | -56.071083 |
| WFD_02_NONIa-0027_134488353 |     479440 |     479480 |    0 |  -2.308046 |
| WFD_02_NONIa-0027_134641585 |     169121 |     169154 |    0 |   2.635033 |
| WFD_02_NONIa-0027_135207089 |     925719 |     925753 |    0 | -12.561985 |
| WFD_02_NONIa-0027_135258748 |     243609 |     243654 |    0 | -45.524532 |
| WFD_02_NONIa-0027_135394720 |     517196 |     517228 |    0 | -28.931789 |
| WFD_02_NONIa-0027_135936395 |     896880 |     896914 |    0 | -12.561985 |
| WFD_02_NONIa-0027_136918086 |     406042 |     406082 |    0 | -23.383266 |
| WFD_02_NONIa-0027_137244109 |     671570 |     671600 |    0 | -56.071083 |
| WFD_02_NONIa-0027_137645967 |      83055 |      83098 |    0 | -17.910431 |
| WFD_02_NONIa-0027_138718242 |     151921 |     151955 |    0 | -12.561985 |
| WFD_02_NONIa-0027_139072151 |     981419 |     981467 |    0 | -17.910431 |
| WFD_02_NONIa-0027_139215031 |    1046198 |    1046228 |    0 |  -7.363883 |
| WFD_02_NONIa-0027_139296258 |     102575 |     102619 |    0 | -61.126862 |
| WFD_02_NONIa-0027_140002179 |     817053 |     817088 |    0 | -56.071083 |
| WFD_02_NONIa-0027_14032436  |     103337 |     103380 |    0 | -40.051697 |
| WFD_02_NONIa-0027_140592852 |     754253 |     754283 |    0 | -56.071083 |
| WFD_02_NONIa-0027_141056180 |     711026 |     711061 |    0 | -61.126862 |
| WFD_02_NONIa-0027_142782120 |     178324 |     178364 |    0 | -45.524532 |
| WFD_02_NONIa-0027_142839913 |     937207 |     937240 |    0 | -56.071083 |
| WFD_02_NONIa-0027_143903886 |     616071 |     616078 |    0 | -34.503117 |
| WFD_02_NONIa-0027_143911573 |     317306 |     317336 |    0 | -34.503117 |
| WFD_02_NONIa-0027_143950518 |    1152131 |    1152160 |    0 | -50.872864 |
| WFD_02_NONIa-0027_146508921 |     366304 |     366347 |    0 | -40.051697 |
| WFD_02_NONIa-0027_147012255 |     689945 |     689986 |    0 | -45.524532 |
| WFD_02_NONIa-0027_147442919 |     169156 |     169182 |    0 |   2.635033 |
| WFD_02_NONIa-0027_147476276 |     539557 |     539588 |    0 | -12.561985 |
| WFD_02_NONIa-0027_149121142 |     692734 |     692778 |    0 | -34.503117 |
| WFD_02_NONIa-0027_15655755  |    1019978 |    1020016 |    0 | -34.503117 |
| WFD_02_NONIa-0027_1590717   |     407859 |     407902 |    0 | -17.910431 |
| WFD_02_NONIa-0027_16803992  |     374485 |     374525 |    0 | -23.383266 |
| WFD_02_NONIa-0027_17001480  |    1155633 |    1155681 |    0 | -40.051697 |
| WFD_02_NONIa-0027_1723158   |     169906 |     169933 |    0 | -61.126862 |
| WFD_02_NONIa-0027_17558399  |     751394 |     751429 |    0 | -23.383266 |
| WFD_02_NONIa-0027_1903975   |     755130 |     755165 |    0 | -40.051697 |
| WFD_02_NONIa-0027_19071812  |     730738 |     730769 |    0 | -17.910431 |
| WFD_02_NONIa-0027_19601874  |     226761 |     226804 |    0 |  -2.308046 |
| WFD_02_NONIa-0027_19912692  |     574589 |     574632 |    0 | -17.910431 |
| WFD_02_NONIa-0027_20772758  |     145221 |     145261 |    0 | -17.910431 |
| WFD_02_NONIa-0027_2111585   |     293333 |     293367 |    0 | -50.872864 |
| WFD_02_NONIa-0027_22473137  |      50471 |      50519 |    0 | -40.051697 |
| WFD_02_NONIa-0027_24296974  |    1003205 |    1003239 |    0 | -12.561985 |
| WFD_02_NONIa-0027_25636076  |          1 |         37 |    0 | -61.126862 |
| WFD_02_NONIa-0027_26278663  |     194406 |     194448 |    0 | -28.931789 |
| WFD_02_NONIa-0027_26551359  |     823919 |     823953 |    0 | -28.931789 |
| WFD_02_NONIa-0027_26990816  |     710959 |     710983 |    0 | -61.126862 |
| WFD_02_NONIa-0027_28052626  |    1084313 |    1084353 |    0 | -28.931789 |
| WFD_02_NONIa-0027_28836584  |     384286 |     384326 |    0 | -50.872864 |
| WFD_02_NONIa-0027_28864126  |     651596 |     651686 |    0 | -12.561985 |
| WFD_02_NONIa-0027_29569172  |    1168697 |    1168743 |    0 | -12.561985 |
| WFD_02_NONIa-0027_29910774  |     848033 |     848069 |    0 | -17.910431 |
| WFD_02_NONIa-0027_2999376   |     734505 |     734551 |    0 | -12.561985 |
| WFD_02_NONIa-0027_3093388   |    1149693 |    1149737 |    0 | -61.126862 |
| WFD_02_NONIa-0027_31050598  |     913582 |     913619 |    0 | -28.931789 |
| WFD_02_NONIa-0027_31103611  |     283357 |     283392 |    0 | -23.383266 |
| WFD_02_NONIa-0027_31323403  |     248918 |     248985 |    0 | -40.051697 |
| WFD_02_NONIa-0027_32059761  |     623383 |     623429 |    0 |  -7.363883 |
| WFD_02_NONIa-0027_32204702  |     590788 |     590827 |    0 | -61.126862 |
| WFD_02_NONIa-0027_33394686  |     510318 |     510354 |    0 | -34.503117 |
| WFD_02_NONIa-0027_33397545  |     178242 |     178280 |    0 | -45.524532 |
| WFD_02_NONIa-0027_34136284  |     816995 |     817023 |    0 | -56.071083 |
| WFD_02_NONIa-0027_34413810  |     889979 |     890025 |    0 | -28.931789 |
| WFD_02_NONIa-0027_34637058  |     929750 |     929796 |    0 |  -7.363883 |
| WFD_02_NONIa-0027_35060201  |     220802 |     220848 |    0 |  -7.363883 |
| WFD_02_NONIa-0027_35215932  |     665363 |     665367 |    0 | -17.910431 |
| WFD_02_NONIa-0027_36788274  |     791771 |     791814 |    0 |  -2.308046 |
| WFD_02_NONIa-0027_36822459  |     409409 |     409455 |    0 | -12.561985 |
| WFD_02_NONIa-0027_36882554  |      15464 |      15510 |    0 | -12.561985 |
| WFD_02_NONIa-0027_37253206  |     708557 |     708595 |    0 |  -2.308046 |
| WFD_02_NONIa-0027_37699330  |      48270 |      48310 |    0 | -17.910431 |
| WFD_02_NONIa-0027_40501036  |     492540 |     492571 |    0 | -50.872864 |
| WFD_02_NONIa-0027_40861318  |    1146911 |    1146939 |    0 |  -2.308046 |
| WFD_02_NONIa-0027_41536680  |     359343 |     359378 |    0 | -40.051697 |
| WFD_02_NONIa-0027_42961520  |     510356 |     510383 |    0 | -34.503117 |
| WFD_02_NONIa-0027_43181799  |     365339 |     365344 |    0 | -56.071083 |
| WFD_02_NONIa-0027_43229489  |     574474 |     574546 |    0 | -17.910431 |
| WFD_02_NONIa-0027_43277293  |     804862 |     804890 |    0 | -23.383266 |
| WFD_02_NONIa-0027_43891892  |     734469 |     734503 |    0 | -12.561985 |
| WFD_02_NONIa-0027_4462405   |     114706 |     114754 |    0 | -40.051697 |
| WFD_02_NONIa-0027_44877056  |     594772 |     594804 |    0 | -50.872864 |
| WFD_02_NONIa-0027_45116199  |     667064 |     667098 |    0 | -12.561985 |
| WFD_02_NONIa-0027_45451316  |     836344 |     836379 |    0 | -56.071083 |
| WFD_02_NONIa-0027_46037004  |     286535 |     286575 |    0 | -28.931789 |
| WFD_02_NONIa-0027_46341750  |     392274 |     392310 |    0 | -17.910431 |
| WFD_02_NONIa-0027_48038660  |     532427 |     532459 |    0 | -17.910431 |
| WFD_02_NONIa-0027_48998202  |      21622 |      21662 |    0 |   2.635033 |
| WFD_02_NONIa-0027_49912944  |     426728 |     426759 |    0 | -40.051697 |
| WFD_02_NONIa-0027_50106362  |     777789 |     777825 |    0 | -34.503117 |
| WFD_02_NONIa-0027_50113407  |     817025 |     817051 |    0 | -56.071083 |
| WFD_02_NONIa-0027_51026469  |     710580 |     710620 |    0 |   2.635033 |
| WFD_02_NONIa-0027_51821058  |      79616 |      79661 |    0 | -45.524532 |
| WFD_02_NONIa-0027_52073161  |     816204 |     816243 |    0 | -61.126862 |
| WFD_02_NONIa-0027_52166400  |      25457 |      25491 |    0 | -45.524532 |
| WFD_02_NONIa-0027_52324143  |    1012567 |    1012597 |    0 | -56.071083 |
| WFD_02_NONIa-0027_52861907  |    1046230 |    1046263 |    0 |  -7.363883 |
| WFD_02_NONIa-0027_53030710  |      31513 |      31549 |    0 | -28.931789 |
| WFD_02_NONIa-0027_53333072  |     318019 |     318063 |    0 | -23.383266 |
| WFD_02_NONIa-0027_53470103  |     163914 |     163957 |    0 |  -2.308046 |
| WFD_02_NONIa-0027_53532577  |     596913 |     596943 |    0 | -45.524532 |
| WFD_02_NONIa-0027_55149884  |     964838 |     964874 |    0 |  -7.363883 |
| WFD_02_NONIa-0027_55406842  |     681237 |     681285 |    0 | -17.910431 |
| WFD_02_NONIa-0027_55982898  |     578562 |     578596 |    0 | -12.561985 |
| WFD_02_NONIa-0027_56058222  |     489205 |     489231 |    0 | -56.071083 |
| WFD_02_NONIa-0027_56660726  |     510385 |     510418 |    0 | -34.503117 |
| WFD_02_NONIa-0027_56709320  |     570271 |     570315 |    0 | -23.383266 |
| WFD_02_NONIa-0027_57105004  |     998488 |     998528 |    0 | -23.383266 |
| WFD_02_NONIa-0027_57538900  |     843153 |     843184 |    0 | -28.931789 |
| WFD_02_NONIa-0027_59009129  |     710985 |     711024 |    0 | -61.126862 |
| WFD_02_NONIa-0027_59200846  |     875019 |     875060 |    0 |  -7.363883 |
| WFD_02_NONIa-0027_59258684  |     635847 |     635881 |    0 | -12.561985 |
| WFD_02_NONIa-0027_59381911  |     582153 |     582159 |    0 |  -7.363883 |
| WFD_02_NONIa-0027_59853807  |     131295 |     131337 |    0 | -28.931789 |
| WFD_02_NONIa-0027_59998011  |     574548 |     574587 |    0 | -17.910431 |
| WFD_02_NONIa-0027_60109434  |     558757 |     558800 |    0 | -40.051697 |
| WFD_02_NONIa-0027_60250853  |     503154 |     503193 |    0 | -40.051697 |
| WFD_02_NONIa-0027_61362436  |     881874 |     881914 |    0 | -50.872864 |
| WFD_02_NONIa-0027_61671802  |    1040448 |    1040453 |    0 | -45.524532 |
| WFD_02_NONIa-0027_61879833  |    1048443 |    1048468 |    0 | -56.071083 |
| WFD_02_NONIa-0027_62325101  |     845674 |     845712 |    0 | -23.383266 |
| WFD_02_NONIa-0027_62378863  |     705904 |     705938 |    0 |  -7.363883 |
| WFD_02_NONIa-0027_62603305  |    1035883 |    1035926 |    0 |  -2.308046 |
| WFD_02_NONIa-0027_63147059  |     974371 |     974402 |    0 | -40.051697 |
| WFD_02_NONIa-0027_64541472  |     746408 |     746443 |    0 | -56.071083 |
| WFD_02_NONIa-0027_65024879  |     917917 |     917967 |    0 | -23.383266 |
| WFD_02_NONIa-0027_65082664  |     232937 |     232976 |    0 | -61.126862 |
| WFD_02_NONIa-0027_65903214  |     386838 |     386876 |    0 | -34.503117 |
| WFD_02_NONIa-0027_67111347  |     949780 |     949811 |    0 | -28.931789 |
| WFD_02_NONIa-0027_67144734  |       8295 |       8335 |    0 | -28.931789 |
| WFD_02_NONIa-0027_67845203  |     384019 |     384058 |    0 | -56.071083 |
| WFD_02_NONIa-0027_68324051  |       4293 |       4336 |    0 | -40.051697 |
| WFD_02_NONIa-0027_68518162  |     640981 |     641011 |    0 | -56.071083 |
| WFD_02_NONIa-0027_69393436  |     248987 |     248994 |    0 | -40.051697 |
| WFD_02_NONIa-0027_69936963  |     578519 |     578560 |    0 | -12.561985 |
| WFD_02_NONIa-0027_70171827  |     421108 |     421144 |    0 | -45.524532 |
| WFD_02_NONIa-0027_70771052  |     492573 |     492598 |    0 | -50.872864 |
| WFD_02_NONIa-0027_71121332  |     635794 |     635845 |    0 | -12.561985 |
| WFD_02_NONIa-0027_72611298  |     734433 |     734467 |    0 | -12.561985 |
| WFD_02_NONIa-0027_73138594  |     243566 |     243607 |    0 | -45.524532 |
| WFD_02_NONIa-0027_7392472   |     172272 |     172305 |    0 | -56.071083 |
| WFD_02_NONIa-0027_74043877  |    1041770 |    1041806 |    0 | -34.503117 |
| WFD_02_NONIa-0027_75162443  |     235726 |     235752 |    0 | -56.071083 |
| WFD_02_NONIa-0027_7523290   |     550998 |     551034 |    0 | -61.126862 |
| WFD_02_NONIa-0027_75325941  |     849965 |     849996 |    0 | -12.561985 |
| WFD_02_NONIa-0027_76054297  |    1109012 |    1109018 |    0 | -34.503117 |
| WFD_02_NONIa-0027_76075427  |     917969 |     918004 |    0 | -23.383266 |
| WFD_02_NONIa-0027_7633087   |     880810 |     880848 |    0 | -56.071083 |
| WFD_02_NONIa-0027_76507481  |    1078621 |    1078668 |    0 |  -2.308046 |
| WFD_02_NONIa-0027_76516223  |     870462 |     870465 |    0 | -17.910431 |
| WFD_02_NONIa-0027_78097136  |     935773 |     935813 |    0 |   2.635033 |
| WFD_02_NONIa-0027_7920494   |     925755 |     925801 |    0 | -12.561985 |
| WFD_02_NONIa-0027_7955703   |     613628 |     613669 |    0 | -45.524532 |
| WFD_02_NONIa-0027_80172917  |     672564 |     672604 |    0 | -50.872864 |
| WFD_02_NONIa-0027_80519441  |     721684 |     721728 |    0 | -34.503117 |
| WFD_02_NONIa-0027_81321995  |    1070428 |    1070437 |    0 |   2.635033 |
| WFD_02_NONIa-0027_83237432  |     627177 |     627217 |    0 | -50.872864 |
| WFD_02_NONIa-0027_83585834  |     433540 |     433574 |    0 | -34.503117 |
| WFD_02_NONIa-0027_83750595  |     724928 |     724964 |    0 | -28.931789 |
| WFD_02_NONIa-0027_85544457  |    1088052 |    1088093 |    0 |  -7.363883 |
| WFD_02_NONIa-0027_85648841  |     727742 |     727782 |    0 | -23.383266 |
| WFD_02_NONIa-0027_85829747  |      65469 |      65507 |    0 | -23.383266 |
| WFD_02_NONIa-0027_88466449  |    1057684 |    1057716 |    0 |  -2.308046 |
| WFD_02_NONIa-0027_89956476  |     688151 |     688195 |    0 | -61.126862 |
| WFD_02_NONIa-0027_90133065  |     674524 |     674572 |    0 | -40.051697 |
