                        objid   model   pb               l                b   cadence  
  WFD_80_NONIa-0035_196068535   RRLyrae   i   230.921576422   -8.85598158305   10.071  
  WFD_80_NONIa-0035_202044078   RRLyrae   i   230.921576422   -8.85598158305   10.071  
  WFD_80_NONIa-0035_203254492   RRLyrae   i   230.921576422   -8.85598158305   10.071  
  WFD_80_NONIa-0035_210734606   RRLyrae   i   230.921576422   -8.85598158305   10.071  
  WFD_80_NONIa-0035_211671020   RRLyrae   i   230.921576422   -8.85598158305   10.071  
  WFD_80_NONIa-0035_211767617   RRLyrae   i   230.921576422   -8.85598158305   10.071  
  WFD_80_NONIa-0035_216533908   RRLyrae   i   230.921576422   -8.85598158305   10.071  
  WFD_80_NONIa-0035_221748459   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_39345148   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_41698175   RRLyrae   i   230.921576422   -8.85598158305   10.071  
    WFD_80_NONIa-0035_4309879   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_44624609   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_45888538   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_47745866   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_52694779   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_56540650   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_63177165   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_64136110   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_64726167   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_67482355   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_67487044   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_68069962   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_68595528   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_70866056   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_73354071   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_75765205   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_83212996   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_84449045   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_86300397   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_87068815   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_88010965   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_95447421   RRLyrae   i   230.921576422   -8.85598158305   10.071  
   WFD_80_NONIa-0035_95890158   RRLyrae   i   230.921576422   -8.85598158305   10.071  
  WFD_80_NONIa-0039_100059493   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_101669892   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_106025515   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_106457378   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_106845438   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_110818535   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_115280094   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_117722760   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_118174895   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_122538057   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_126307932   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_128145315   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_133840729   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_136191619   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_145915500   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_164091757   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_166009486   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_179468274   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_18176257   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_18253803   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_184931985   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_190292515   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_193821912   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_201208693   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_201466117   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_201953538   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_202315396   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_209013138   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_215123213   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0039_217181386   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_22046612   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_27899078   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_27946571   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_29346180   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_39733558   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_39855379   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_45627545   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_47351278   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_54231833   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_56805461   RRLyrae   i    230.15834411    9.34403843889    7.985  
    WFD_80_NONIa-0039_5884141   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_60667834   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_64339594   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_67754457   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_71982375   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_79608896   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_85701416   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_95496160   RRLyrae   i    230.15834411    9.34403843889    7.985  
   WFD_80_NONIa-0039_99230569   RRLyrae   i    230.15834411    9.34403843889    7.985  
  WFD_80_NONIa-0002_100098960   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_100602351   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_101066543   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_101099887   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_101485612   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_105261461   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_107693704   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_110550171   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_114748737   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_120193224   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_122195749   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_122639120   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_123274746   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_130985692   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_131600969   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0002_13178402   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_131983054   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_142518041   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_149201543   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_155999201   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_157965070   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_158080728   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_162172691   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_168252405   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_187305510   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0002_19093337   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_194720416   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_196668319   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_209613933   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_210649131   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_214875610   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_215112128   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0002_220029261   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0002_25013508   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0002_29180495   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0002_32491806   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0002_37477787   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0002_39561600   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0002_39976943   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0002_54553820   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0002_56595116   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0002_57822690   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0002_69939553   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0002_76059617   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0002_78142340   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0002_84717961   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0002_86703159   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0002_97371768   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0006_101713820   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_104086255   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_112298403   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_113454724   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_114009095   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_115894977   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_116384684   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_118969595   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_123907328   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_127848004   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_129182369   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_132423749   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_139051719   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_14181157   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_144085342   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_145369920   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_15173273   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_152681552   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_163555021   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_163827298   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_167469224   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_193808658   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_19409182   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_195296785   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_203843966   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_206308051   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0006_208521551   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_20976987   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_21462591   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_23051131   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_27960729   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_28838179   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_34902330   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_35867125   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_37045728   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_38394336   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_39374512   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_40158057   RRLyrae   z    230.15834411    9.34403843889    17.982  
    WFD_80_NONIa-0006_4016252   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_42480753   RRLyrae   z    230.15834411    9.34403843889    17.982  
    WFD_80_NONIa-0006_5164740   RRLyrae   z    230.15834411    9.34403843889    17.982  
     WFD_80_NONIa-0006_554370   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_57294830   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_61402781   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_62339306   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_73296666   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_75128919   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_84609444   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0006_84874370   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_101052124   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_106083385   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_106413610   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_113805803   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_121389404   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_127829521   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_130433135   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_134007933   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_139323948   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_141525646   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_141697336   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_142001924   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_147082916   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_152603928   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_156082676   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_158136300   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_158684467   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0013_15870699   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_167971529   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_172079908   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_172944493   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_174829008   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_186770306   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_190557183   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_195171669   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_212930765   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_215866830   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_217449980   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_219446083   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_220702661   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0013_220881478   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0013_25649540   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0013_30071434   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0013_32612951   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0013_47758168   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0013_47902409   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0013_58792572   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0013_62745178   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0013_71487302   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0013_74341183   RRLyrae   z    230.15834411    9.34403843889    17.982  
    WFD_80_NONIa-0013_7583601   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0013_77334196   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0013_79397528   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0013_80399600   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0013_82733074   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0013_83734368   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0013_89620458   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0013_93204895   RRLyrae   z    230.15834411    9.34403843889    17.982  
   WFD_80_NONIa-0013_94152960   RRLyrae   z    230.15834411    9.34403843889    17.982  
  WFD_80_NONIa-0015_101202143   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_105261605   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_107133642   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_111353175   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0015_11446379   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0015_11866220   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_122735009   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_125135778   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_132747490   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_161751526   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_164154002   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_164590496   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_166651467   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_169203250   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_172752837   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_176460987   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_178742409   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0015_18002135   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_182869566   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_184619058   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
    WFD_80_NONIa-0015_1872036   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_190087246   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_193293920   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_194173938   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_195009176   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_196870506   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_199013414   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_207575322   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_214667819   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_215508257   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_218153239   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_221935411   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0015_222090684   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0015_25389431   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0015_25421010   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0015_26878860   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0015_40842150   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0015_47617059   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0015_55439216   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0015_62951858   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0015_63627167   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0015_64123017   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0015_67153689   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0015_78989086   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0015_79872173   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0015_79973872   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
     WFD_80_NONIa-0015_880017   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
    WFD_80_NONIa-0015_8978192   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0015_95335644   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0022_109793572   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0022_110383454   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0022_110681028   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0022_116695464   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0022_123460773   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0022_138674795   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
   WFD_80_NONIa-0022_14156426   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0022_143261963   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0022_152208620   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0022_154762733   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0022_158784016   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0022_166420267   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0022_168919159   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
    WFD_80_NONIa-0022_1724598   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0022_173686173   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0022_176973613   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0022_179384037   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0022_179469590   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0022_186249474   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0022_187252837   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
  WFD_80_NONIa-0022_196718822   RRLyrae   z   230.921576422   -8.85598158305   23.4065  
